CountOfRecords,MAIN_CONDITION,MAIN_OPERATION,MAIN_OPERATION_B,OTHER_OPERATION_1,OTHER_OPERATION_1B,OTHER_OPERATION_2,OTHER_OPERATION_2B,OTHER_OPERATION_3,OTHER_OPERATION_3B
28,-9520,,,,,,,,
12,-9522,,,,,,,,
38,-9529,,,,,,,,
10,-9534,,,,,,,,
6,-9540,,,,,,,,
6,-9556,0462,,,,,,,
6,-9579,,,,,,,,
52,-9583,,,,,,,,
15,-9584,,,,,,,,
8,-9588,,,,,,,,
16,-9590,W262,Z642,,,,,,
25,-9590,2194,,,,,,,
587,-9590,,,,,,,,
1321,-9591,,,,,,,,
167,-9592,,,,,,,,
91,-9593,,,,,,,,
58,-9594,,,,,,,,
8,-9595,9359,,,,,,,
8,-9595,9199,,,,,,,
32,-9595,,,,,,,,
7,-9595,9169,,,,,,,
6,-9595,8669,,,,,,,
980,-9596,,,,,,,,
21,-9597,8019,,,,,,,
27,-9597,W879,Z942,,,,,,
6,-9597,9659,,,,,,,
723,-9597,,,,,,,,
6,-9597,8209,,8011,,,,,
23,-9597,W879,Z943,,,,,,
8,-9597,9359,,,,,,,
6,-9597,9119,,,,,,,
130,-9597,8011,,,,,,,
7,-9597,9799,,,,,,,
15,-9597,8209,,,,,,,
52,-9597,W901,Z846,,,,,,
69,-9598,,,,,,,,
52,-9599,,,,,,,,
93,-9600,,,,,,,,
25,-9603,,,,,,,,
32,-9604,,,,,,,,
12,-9608,,,,,,,,
25,-9609,,,,,,,,
6,-9610,,,,,,,,
35,-9614,,,,,,,,
10,-9618,,,,,,,,
21,-9619,,,,,,,,
19,-9620,,,,,,,,
18,-9622,,,,,,,,
153,-9623,,,,,,,,
51,-9627,,,,,,,,
6,-9629,,,,,,,,
143,-9630,,,,,,,,
11,-9631,,,,,,,,
28,-9635,,,,,,,,
96,-9640,,,,,,,,
37,-9642,,,,,,,,
442,-9650,,,,,,,,
556,-9651,,,,,,,,
3185,-9654,,,,,,,,
7,-9655,,,,,,,,
413,-9656,,,,,,,,
104,-9657,,,,,,,,
511,-9658,,,,,,,,
482,-9659,,,,,,,,
138,-9661,,,,,,,,
294,-9663,,,,,,,,
169,-9670,,,,,,,,
23,-9671,,,,,,,,
147,-9676,,,,,,,,
861,-9678,,,,,,,,
578,-9679,,,,,,,,
6,-9685,,,,,,,,
1497,-9690,,,,,,,,
392,-9691,,,,,,,,
25,-9692,,,,,,,,
33,-9693,,,,,,,,
1568,-9694,,,,,,,,
187,-9695,,,,,,,,
44,-9696,,,,,,,,
61,-9697,,,,,,,,
13,-9698,,,,,,,,
75,-9711,,,,,,,,
9,-9712,,,,,,,,
104,-9720,,,,,,,,
83,-9721,,,,,,,,
37,-9724,,,,,,,,
8,-9725,,,,,,,,
82,-9726,,,,,,,,
8,-9728,,,,,,,,
21,-9729,,,,,,,,
36,-9730,,,,,,,,
10,-9731,,,,,,,,
22,-9735,,,,,,,,
9,-9736,,,,,,,,
9,-9738,,,,,,,,
7,-9739,,,,,,,,
40,-9741,,,,,,,,
23,-9743,,,,,,,,
10,-9744,,,,,,,,
8,-9746,,,,,,,,
17,-9751,,,,,,,,
27,-9752,,,,,,,,
12,-9753,,,,,,,,
106,-9755,,,,,,,,
53,-9756,,,,,,,,
106,-9757,,,,,,,,
116,-9760,,,,,,,,
18,-9762,,,,,,,,
11,-9763,,,,,,,,
25,-9764,,,,,,,,
7,-9765,,,,,,,,
13,-9766,,,,,,,,
27,-9767,,,,,,,,
12,-9768,,,,,,,,
27,-9770,,,,,,,,
23,-9773,,,,,,,,
1017,-9778,,,,,,,,
855,-9779,,,,,,,,
6,-9779,9639,,,,,,,
7,-9799,,,,,,,,
309,-9800,,,,,,,,
11,-9801,,,,,,,,
31,-9802,,,,,,,,
98,-9809,,,,,,,,
92,-9819,,,,,,,,
11,-9823,,,,,,,,
133,-9828,,,,,,,,
12,-9830,,,,,,,,
10,-9831,,,,,,,,
31,-9832,,,,,,,,
156,-9839,,,,,,,,
8,-9850,,,,,,,,
46,-9858,,,,,,,,
72,-9869,,,,,,,,
8,-9870,,,,,,,,
11,-9876,,,,,,,,
549,-9878,,,,,,,,
58,-9879,,,,,,,,
117,-9881,,,,,,,,
61,-9882,,,,,,,,
6,-9890,,,,,,,,
7,-9893,,,,,,,,
117,-9894,,,,,,,,
72,-9895,,,,,,,,
11,-9896,,,,,,,,
198,-9898,,,,,,,,
29,-9899,,,,,,,,
6,-9909,,,,,,,,
9,-9912,,,,,,,,
6,-9915,,,,,,,,
371,-9916,,,,,,,,
16,-9919,,,,,,,,
19,-9920,,,,,,,,
25,-9933,,,,,,,,
74,-9941,,,,,,,,
21,-9947,,,,,,,,
39,-9948,,,,,,,,
88,-9950,,,,,,,,
85,-9951,,,,,,,,
261,-9952,,,,,,,,
38,-9953,,,,,,,,
18,-9955,,,,,,,,
30,-99550,,,,,,,,
46,-99559,,,,,,,,
78,-9960,,,,,,,,
13,-9960,K301,,,,,,,
18,-9960,3053,,,,,,,
10,-9960,3059,,,,,,,
9,-9960,3132,,,,,,,
17,-9961,,,,,,,,
6,-9961,A142,,,,,,,
16,-9962,0169,,,,,,,
19,-9962,,,,,,,,
11,-9962,A142,,,,,,,
19,-9963,M459,,M471,,,,,
6,-9963,7089,,,,,,,
13,-9963,6089,,,,,,,
33,-9963,M459,,,,,,,
256,-9963,,,,,,,,
7,-9963,M472,,,,,,,
223,-9964,,,,,,,,
6,-9964,W372,W470,,,,,,
7,-9964,W393,,,,,,,
12,-9964,7855,,,,,,,
22,-9964,W373,Z942,,,,,,
26,-9964,8059,,,,,,,
112,-9964,8105,,,,,,,
8,-9964,W669,Z843,,,,,,
16,-9964,W373,Z943,,,,,,
8,-9964,W403,,,,,,,
7,-9964,7825,,,,,,,
69,-9964,W373,,,,,,,
19,-9964,8115,,,,,,,
21,-9964,W283,,,,,,,
13,-9964,W473,,,,,,,
6,-9964,W382,W370,,,,,,
10,-9965,8105,,,,,,,
8,-9965,3053,,,,,,,
8,-9965,1781,,,,,,,
30,-9965,A142,,,,,,,
27,-9965,0169,,,,,,,
101,-9965,,,,,,,,
11,-9966,7859,,,,,,,
14,-9966,W383,,,,,,,
7,-9966,W283,,,,,,,
42,-9966,W423,,,,,,,
7,-9966,W815,,,,,,,
8,-9966,W373,,,,,,,
312,-9966,,,,,,,,
6,-9966,8105,,,,,,,
6,-9966,8115,,,,,,,
8,-9966,W473,,,,,,,
8,-9967,1709,,,,,,,
6,-9967,L721,,,,,,,
7,-9967,K636,,,,,,,
6,-9967,1781,,,,,,,
12,-9967,W383,,,,,,,
7,-9967,8105,,,,,,,
230,-9967,,,,,,,,
7,-9967,1459,,,,,,,
73,-9968,,,,,,,,
6,-9968,5641,,,,,,,
47,-9969,,,,,,,,
24,-9970,,,,,,,,
12,-9971,,,,,,,,
11,-9972,,,,,,,,
12,-9973,,,,,,,,
27,-9974,,,,,,,,
28,-9975,,,,,,,,
81,-9976,,,,,,,,
28,-9976,X124,,,,,,,
11,-9976,8779,,,,,,,
6,-9980,,,,,,,,
9,-9981,9109,,,,,,,
7,-9981,S472,,,,,,,
397,-9981,,,,,,,,
6,-99818,,,,,,,,
131,-99819,,,,,,,,
9,-9982,,,,,,,,
7,-9983,C863,Z943,,,,,,
17,-9983,4062,,,,,,,
141,-9983,,,,,,,,
27,-9983,9219,,,,,,,
9,-9983,9199,,,,,,,
6,-9983,1449,,,,,,,
13,-9984,,,,,,,,
16,-9984,9219,,,,,,,
8,-9984,S434,,,,,,,
6,-9984,9149,,,,,,,
12,-9985,S472,,,,,,,
11,-9985,4021,,,,,,,
75,-9985,9219,,,,,,,
42,-9985,9109,,,,,,,
9,-9985,S434,,,,,,,
8,-9985,9229,,,,,,,
6,-9985,S478,,,,,,,
6,-9985,4062,,,,,,,
21,-9985,9169,,,,,,,
904,-9985,,,,,,,,
73,-9985,9149,,,,,,,
7,-9985,7859,,,,,,,
11,-9985,9199,,,,,,,
24,-9985,9529,,,,,,,
11,-9985,9129,,,,,,,
6,-9985,S571,,,,,,,
11,-9986,X558,,,,,,,
8,-9986,9129,,,,,,,
21,-9986,9109,,,,,,,
10,-9986,9219,,,,,,,
57,-9986,,,,,,,,
11,-9986,9159,,,,,,,
51,-9986,9149,,,,,,,
8,-9988,T054,,,,,,,
72,-9988,,,,,,,,
6,-9988,T052,,,,,,,
182,-9989,,,,,,,,
6,-9995,,,,,,,,
137,-9999,,,,,,,,
61,-V0297,,,,,,,,
30,-V0297,X339,,,,,,,
6,-V0297,X349,,,,,,,
10,-V064,,,,,,,,
51,-V071,,,,,,,,
12,-V124,,,,,,,,
19,-V150,,,,,,,,
8,-V201,,,,,,,,
21,-V251,Q121,,,,,,,
7,-V251,7089,,7049,,,,,
47,-V251,7089,,,,,,,
6,-V251,Q122,,,,,,,
15,-V252,Q353,,Q124,,,,,
7,-V252,4011,,,,,,,
8,-V252,6512,,6619,,,,,
8,-V252,N171,Y829,,,,,,
8,-V252,N179,,,,,,,
18,-V252,6879,,9649,,,,,
14,-V252,N171,Z941,,,,,,
46,-V252,7089,,6879,,,,,
14,-V252,6879,,7002,,,,,
24,-V252,6879,,7042,,,,,
13,-V252,6849,,7049,,,,,
729,-V252,6879,,7049,,,,,
23,-V252,6879,,7092,,,,,
10,-V252,Q103,Q559,Q359,,,,,
15,-V252,6512,,6509,,,,,
8,-V252,T309,,Q359,,,,,
4192,-V252,N171,,,,,,,
19,-V252,Q352,,Q124,,,,,
183,-V252,Q359,,Q124,,,,,
281,-V252,Q103,,Q353,,,,,
4375,-V252,6512,,,,,,,
17,-V252,6879,,7051,,,,,
12,-V252,N181,,,,,,,
45,-V252,Q359,,Q553,,,,,
551,-V252,,,,,,,,
11,-V252,Q271,,,,,,,
16,-V252,Q353,,Q123,,,,,
688,-V252,Q353,,,,,,,
5418,-V252,6879,,,,,,,
2474,-V252,Q359,,,,,,,
11,-V252,Q359,,T439,,,,,
10,-V252,6879,,7061,,,,,
13,-V252,N171,,N303,,,,,
71,-V252,6849,,,,,,,
8,-V252,6879,,7069,,,,,
6,-V252,6512,,9129,,,,,
66,-V252,7049,,6879,,,,,
8,-V252,Q023,,Q359,,,,,
33,-V252,Q103,,Q359,,,,,
8,-V252,Q379,,,,,,,
313,-V252,6879,,7089,,,,,
263,-V252,Q352,,,,,,,
7,-V252,Q399,Q413,,,,,,
7,-V252,6512,,6089,,,,,
9,-V252,N171,Y713,,,,,,
12,-V2522,N171,,,,,,,
7,-V2529,Q352,,,,,,,
26,-V2529,N171,,,,,,,
25,-V254,Q122,,,,,,,
24,-V254,7089,,6879,,,,,
6,-V254,Q121,,Q124,,,,,
32,-V254,Q124,,,,,,,
21,-V254,,,,,,,,
11,-V254,Q103,Q123,,,,,,
53,-V254,7089,,7049,,,,,
10,-V254,Q353,,Q123,,,,,
21,-V254,Q123,,,,,,,
209,-V254,7089,,,,,,,
23,-V2589,N181,,,,,,,
22,-V260,6832,,,,,,,
14,-V260,,,,,,,,
13,-V260,6839,,,,,,,
7,-V260,Q379,Z941,,,,,,
9,-V260,6899,,,,,,,
8,-V260,6869,,,,,,,
6,-V260,4011,,,,,,,
98,-V260,Q379,,,,,,,
10,-V260,Q371,,,,,,,
45,-V260,6525,,,,,,,
60,-V260,6831,,,,,,,
6,-V260,Q379,Z943,,,,,,
98,-V260,N181,,,,,,,
46,-V262,4011,,,,,,,
23,-V262,6831,,,,,,,
6,-V262,6869,,4011,,,,,
12,-V262,N181,,,,,,,
7,-V262,6899,,6869,,,,,
15,-V262,T439,,,,,,,
9,-V262,6869,,,,,,,
60,-V262,Q379,,,,,,,
88,-V268,,,,,,,,
37,-V420,,,,,,,,
11,-V421,K659,,,,,,,
9,-V433,,,,,,,,
37,-V436,,,,,,,,
9,-V437,,,,,,,,
6,-V501,B311,Z942,,,,,,
6,-V501,B313,Z941,,,,,,
157,-V501,B311,Z941,,,,,,
10,-V501,C133,Z941,,,,,,
23,-V501,S022,,,,,,,
6,-V501,E024,,,,,,,
14,-V501,3862,,,,,,,
43,-V501,S021,,,,,,,
6,-V501,C131,Z941,,,,,,
7,-V501,3861,,,,,,,
67,-V501,B312,Z941,,,,,,
12,-V501,D033,Z941,,,,,,
9,-V501,S622,Z504,,,,,,
10,-V501,S622,Z493,,,,,,
17,-V501,E025,,,,,,,
11,-V501,D062,Z943,,,,,,
39,-V501,E026,,,,,,,
15,-V501,D062,Z942,,,,,,
59,-V501,,,,,,,,
7,-V501,E028,,,,,,,
19,-V502,,,,,,,,
17,-V502,6619,,,,,,,
139,-V502,N303,,,,,,,
197,-V502,6611,,,,,,,
6,-V519,9151,,,,,,,
6,-V519,S604,Z251,,,,,,
7,-V519,S358,Z504,,,,,,
7,-V519,S575,Z502,,,,,,
11,-V519,9289,,,,,,,
16,-V519,S604,Z504,,,,,,
180,-V519,,,,,,,,
6,-V519,S604,Z474,,,,,,
7,-V519,S379,Z502,,,,,,
16,-V519,3863,,,,,,,
89,-V519,9359,,,,,,,
8,-V519,S434,Z251,,,,,,
8,-V519,E024,,,,,,,
6,-V519,S434,,,,,,,
14,-V519,E026,,,,,,,
101,-V519,9376,,,,,,,
6,-V519,S574,Z502,,,,,,
8,-V519,S379,Z503,,,,,,
7,-V519,S604,Z493,,,,,,
7,-V519,S379,Z501,,,,,,
11,-V519,S379,Z504,,,,,,
14,-V519,9219,,,,,,,
17,-V519,2194,,,,,,,
9,-V519,9309,,,,,,,
8,-V519,2201,,,,,,,
31,-V519,9379,,,,,,,
6,-V519,T676,Z564,,,,,,
7,-V519,9182,,,,,,,
7,-V519,B299,Z942,,,,,,
8,-V519,3899,,,,,,,
6,-V519,S604,Z502,,,,,,
8,-V519,S232,Z503,,,,,,
11,-V519,9304,,,,,,,
6,-V519,V092,,,,,,,
7,-V519,S604,Z503,,,,,,
12,-V519,3862,,,,,,,
8,-V519,S604,Z479,,,,,,
7,-V520,,,,,,,,
939,-V521,,,,,,,,
10,-V528,,,,,,,,
11,-V530,1659,,,,,,,
90,-V533,,,,,,,,
23,-V533,3059,,,,,,,
8,-V533,K611,,,,,,,
15,-V533,K613,,,,,,,
18,-V533,3053,,,,,,,
32,-V533,K603,,,,,,,
12,-V533,K601,,,,,,,
7,-V536,M293,Z942,,,,,,
18,-V536,M472,,,,,,,
13,-V536,M293,,,,,,,
10,-V536,5899,,,,,,,
400,-V536,,,,,,,,
6,-V536,M302,,,,,,,
20,-V536,M459,,,,,,,
7,-V536,M651,,,,,,,
9,-V536,M473,,,,,,,
9,-V536,M459,,M471,,,,,
7,-V536,M293,Z943,,,,,,
9,-V537,,,,,,,,
87,-V538,,,,,,,,
7,-V539,,,,,,,,
229,-V540,W283,,,,,,,
15,-V540,W283,Z705,,,,,,
51,-V540,W283,Z697,,,,,,
11,-V540,W283,Z786,,,,,,
76,-V540,W283,Z775,,,,,,
11,-V540,W283,Z699,,,,,,
6,-V540,W283,Z732,,,,,,
33,-V540,W283,Z734,,,,,,
35,-V540,W283,Z764,,,,,,
12,-V540,W283,Z804,,,,,,
13,-V540,W283,Z733,,,,,,
61,-V540,W283,Z779,,,,,,
12,-V540,W283,Z809,,,,,,
15,-V540,W283,Z789,,,,,,
60,-V540,7858,,,,,,,
9,-V540,W283,Z846,,,,,,
7,-V540,W283,Z681,,,,,,
10,-V540,W283,Z729,,,,,,
21,-V540,W283,Z774,,,,,,
6,-V540,W283,Z712,,,,,,
153,-V540,7856,,,,,,,
12,-V540,W283,Z784,,,,,,
6,-V540,W283,Z719,,,,,,
27,-V540,W283,Z762,,,,,,
16,-V540,W283,Z815,,,,,,
6,-V540,V174,,,,,,,
7,-V540,W283,Z714,,,,,,
136,-V540,7852,,,,,,,
53,-V540,W283,Z856,,,,,,
233,-V540,7857,,,,,,,
16,-V540,W283,Z773,,,,,,
56,-V540,7854,,,,,,,
6,-V540,W283,Z703,,,,,,
12,-V540,W283,Z803,,,,,,
8,-V540,W283,Z761,,,,,,
12,-V540,W283,Z711,,,,,,
14,-V540,7851,,,,,,,
21,-V540,W283,Z772,,,,,,
13,-V540,W283,Z788,,,,,,
40,-V540,W283,Z787,,,,,,
10,-V540,W283,Z843,,,,,,
7,-V540,W283,Z768,,,,,,
93,-V540,7859,,,,,,,
8,-V540,W283,Z694,,,,,,
17,-V540,W283,Z785,,,,,,
173,-V540,7855,,,,,,,
21,-V540,7853,,,,,,,
49,-V540,W283,Z769,,,,,,
13,-V540,W283,Z942,,,,,,
8,-V540,W283,Z943,,,,,,
111,-V540,,,,,,,,
17,-V540,W283,Z721,,,,,,
7,-V548,W283,Z809,,,,,,
6,-V548,W283,Z787,,,,,,
9,-V548,X483,,,,,,,
11,-V548,W283,Z734,,,,,,
9,-V548,7858,,,,,,,
12,-V548,X482,Z905,,,,,,
9,-V548,6089,,,,,,,
6,-V548,W303,Z779,,,,,,
7,-V548,W303,Z772,,,,,,
22,-V548,7852,,,,,,,
23,-V548,X482,,,,,,,
215,-V548,,,,,,,,
16,-V548,7854,,,,,,,
13,-V548,W303,,,,,,,
6,-V548,W303,Z781,,,,,,
9,-V548,7856,,,,,,,
11,-V548,7859,,,,,,,
6,-V548,W283,Z697,,,,,,
52,-V548,9669,,,,,,,
10,-V549,7929,,,,,,,
6,-V549,W262,Z781,,,,,,
6,-V549,W919,Z846,,,,,,
7,-V549,7826,,,,,,,
8,-V549,7807,,,,,,,
7,-V549,7827,,,,,,,
16,-V549,7969,,,,,,,
7,-V549,7823,,,,,,,
33,-V549,8049,,,,,,,
63,-V549,9669,,,,,,,
10,-V549,8483,,,,,,,
10,-V549,T676,Z564,,,,,,
1107,-V549,,,,,,,,
6,-V549,7821,,,,,,,
12,-V549,7806,,,,,,,
22,-V549,7824,,,,,,,
6,-V549,X482,Z909,,,,,,
30,-V549,7802,,,,,,,
17,-V549,W262,Z705,,,,,,
13,-V549,W262,Z721,,,,,,
7,-V549,8453,,,,,,,
9,-V549,7961,,,,,,,
8,-V549,8002,,,,,,,
22,-V549,W196,Z734,,,,,,
13,-V549,7804,,,,,,,
8,-V549,W264,Z705,,,,,,
32,-V549,7803,,,,,,,
9,-V549,7822,,,,,,,
7,-V549,W196,Z732,,,,,,
11,-V549,8105,,,,,,,
13,-V549,8099,,,,,,,
7,-V549,8523,,,,,,,
9,-V550,,,,,,,,
13,-V551,,,,,,,,
6,-V552,,,,,,,,
38,-V553,H154,,,,,,,
41,-V553,,,,,,,,
117,-V553,4631,,,,,,,
7,-V553,4689,,,,,,,
7,-V553,4632,,,,,,,
6,-V554,,,,,,,,
8,-V556,M293,Z942,,,,,,
380,-V556,,,,,,,,
10,-V556,M293,,,,,,,
7,-V556,M472,,,,,,,
27,-V558,,,,,,,,
15,-V559,M459,,,,,,,
636,-V559,,,,,,,,
9,-V559,M472,,,,,,,
14,-V559,6089,,,,,,,
7,-V559,M651,,,,,,,
33,-V560,,,,,,,,
20,-V568,6089,,,,,,,
12,-V568,,,,,,,,
153,-V571,,,,,,,,
8,-V578,,,,,,,,
35,-V579,,,,,,,,
9,-V581,,,,,,,,
40,-V583,1145,,,,,,,
114,-V583,9219,,,,,,,
42,-V583,,,,,,,,
9,-V583,1449,,,,,,,
6,-V583,C473,Z943,,,,,,
11,-V583,S434,,,,,,,
7,-V583,C473,,,,,,,
10,-V583,9179,,,,,,,
13,-V584,M298,,,,,,,
13,-V584,M292,,,,,,,
8,-V584,N101,,,,,,,
122,-V584,M293,,,,,,,
12,-V584,V174,,,,,,,
14,-V584,5899,,,,,,,
7,-V584,6089,,,,,,,
345,-V584,,,,,,,,
11,-V584,M293,Z943,,,,,,
7,-V584,2599,,,,,,,
24,-V584,M459,,M293,,,,,
43,-V584,M459,,,,,,,
2377,-V586,6089,,,,,,,
14,-V586,M791,,M459,,,,,
10,-V586,6071,,,,,,,
27,-V586,4689,,,,,,,
22,-V586,M423,,,,,,,
7,-V586,6089,,4689,,,,,
12,-V586,M451,,M422,,,,,
10,-V586,6279,,,,,,,
33,-V586,M422,,,,,,,
17,-V586,6071,,6089,,,,,
137,-V586,,,,,,,,
11,-V586,H229,,,,,,,
8,-V586,M459,,H289,,,,,
17,-V586,6279,,6089,,,,,
8,-V586,M459,,M764,,,,,
8,-V586,M792,,M459,,,,,
3636,-V586,M459,,,,,,,
37,-V586,M421,,,,,,,
20,-V586,G459,,,,,,,
188,-V586,M451,,,,,,,
11,-V586,M459,,M422,,,,,
13,-V586,M459,,M421,,,,,
20,-V586,G451,,,,,,,
91,-V587,4319,,,,,,,
6,-V587,G169,,,,,,,
11,-V587,4681,,,,,,,
257,-V587,H229,,,,,,,
40,-V587,,,,,,,,
54,-V587,G451,,,,,,,
6,-V587,4869,,,,,,,
22,-V587,H221,,,,,,,
14,-V587,M459,,,,,,,
6,-V587,H281,,,,,,,
468,-V587,4689,,,,,,,
14,-V587,4011,,,,,,,
12,-V587,9649,,,,,,,
68,-V587,H259,,,,,,,
39,-V587,G459,,,,,,,
30,-V587,H289,,,,,,,
6,-V587,6279,,,,,,,
10,-V587,2949,,,,,,,
38,-V588,,,,,,,,
10,-V593,7982,,,,,,,
9,-V593,,,,,,,,
9,-V594,,,,,,,,
8,-V600,,,,,,,,
173,-V603,,,,,,,,
358,-V604,,,,,,,,
535,-V605,,,,,,,,
21,-V608,,,,,,,,
44,-V609,,,,,,,,
45,-V612,,,,,,,,
6,-V614,,,,,,,,
13,-V629,,,,,,,,
9,-V641,X339,,,,,,,
16,-V641,F104,,,,,,,
3169,-V641,,,,,,,,
6,-V641,G459,,,,,,,
109,-V642,,,,,,,,
674,-V643,,,,,,,,
1079,-V650,,,,,,,,
18,-V652,,,,,,,,
37,-V655,,,,,,,,
46,-V6559,,,,,,,,
130,-V6601,,,,,,,,
29,-V6602,,,,,,,,
19,-V6641,,,,,,,,
70,-V6651,,,,,,,,
8,-V6661,,,,,,,,
13,-V6691,,,,,,,,
45,-V670,K232,,,,,,,
11,-V670,,,,,,,,
6,-V703,,,,,,,,
20,-V708,,,,,,,,
14,-V714,,,,,,,,
72,-V718,,,,,,,,
62,-V719,,,,,,,,
7,-V728,,,,,,,,
51,-V759,,,,,,,,
22,-V771,,,,,,,,
7,-V779,,,,,,,,
12,-V800,,,,,,,,
22,A010,,,,,,,,
9,A011,,,,,,,,
6,A020,X299,,,,,,,
369,A020,,,,,,,,
15,A020,X292,,,,,,,
26,A021,,,,,,,,
13,A028,,,,,,,,
40,A029,,,,,,,,
13,A031,,,,,,,,
14,A033,,,,,,,,
8,A039,,,,,,,,
8,A040,X292,,,,,,,
22,A040,,,,,,,,
193,A041,,,,,,,,
9,A043,,,,,,,,
173,A044,,,,,,,,
10,A045,X558,Y903,,,,,,
8,A045,H251,Z298,,,,,,
10,A045,H259,,,,,,,
12,A045,X299,,,,,,,
40,A045,X292,,,,,,,
1324,A045,,,,,,,,
7,A047,X352,,X299,,,,,
8,A047,X298,,,,,,,
6,A047,H221,Z298,,,,,,
16,A047,H259,,,,,,,
11,A047,H251,Z298,,,,,,
10,A047,H251,,,,,,,
9,A047,M479,,,,,,,
86,A047,X292,,,,,,,
9,A047,G459,,,,,,,
10,A047,H251,Z294,,,,,,
1941,A047,,,,,,,,
6,A047,X332,,,,,,,
7,A047,X299,,X558,Y903,,,,
26,A047,X299,,,,,,,
8,A047,U081,,,,,,,
14,A047,U548,,,,,,,
17,A047,H251,Z286,,,,,,
9,A047,H251,Z291,,,,,,
15,A047,X558,Y903,,,,,,
6,A048,X558,Y903,,,,,,
11,A048,G459,,,,,,,
140,A048,G451,Z272,,,,,,
291,A048,,,,,,,,
26,A048,G451,,,,,,,
9,A048,U254,,,,,,,
44,A049,,,,,,,,
11,A051,,,,,,,,
79,A059,,,,,,,,
29,A071,,,,,,,,
90,A072,,,,,,,,
7,A080,X299,,,,,,,
23,A080,X292,,,,,,,
523,A080,,,,,,,,
260,A081,,,,,,,,
7,A081,X292,,,,,,,
52,A082,,,,,,,,
10,A083,X292,,,,,,,
661,A083,,,,,,,,
22,A084,X558,Y903,,,,,,
19,A084,G459,,,,,,,
7,A084,X292,,U199,,,,,
6,A084,X293,,,,,,,
42,A084,X349,,,,,,,
77,A084,X299,,,,,,,
9,A084,U199,,,,,,,
8,A084,U199,,X292,,,,,
9,A084,U082,,,,,,,
10320,A084,,,,,,,,
14,A084,A559,,,,,,,
212,A084,X292,,,,,,,
12,A084,X298,,,,,,,
7,A084,H259,,,,,,,
322,A085,,,,,,,,
6,A085,U548,,,,,,,
6,A090,H251,Z291,,,,,,
1419,A090,,,,,,,,
12,A090,H259,,,,,,,
7,A090,H251,,,,,,,
7,A090,H251,Z288,,,,,,
9,A090,H251,Z298,,,,,,
8,A090,G459,,,,,,,
8,A090,X292,,,,,,,
10,A090,H251,Z294,,,,,,
24,A099,H229,,,,,,,
7,A099,A559,,,,,,,
12,A099,H221,Z298,,,,,,
11,A099,H221,Z294,,,,,,
13,A099,H251,Z286,,,,,,
6,A099,U548,,,,,,,
13,A099,H221,,,,,,,
14,A099,M479,,,,,,,
10,A099,H251,Z291,,,,,,
30,A099,H251,Z294,,,,,,
25,A099,H251,,,,,,,
20,A099,X292,,,,,,,
36,A099,H259,,,,,,,
13,A099,G459,,,,,,,
15,A099,H221,Z288,,,,,,
8,A099,H251,Z287,,,,,,
15,A099,H251,Z298,,,,,,
6364,A099,,,,,,,,
11,A09X,G459,,,,,,,
1977,A09X,,,,,,,,
12,A09X,H229,,,,,,,
8,A09X,H221,,,,,,,
38,A09X,X292,,,,,,,
8,A09X,X558,Y903,,,,,,
14,A09X,H251,,,,,,,
8,A09X,H251,Z286,,,,,,
20,A09X,H259,,,,,,,
25,A09X,X299,,,,,,,
73,A150,,,,,,,,
22,A151,,,,,,,,
34,A151,X373,,,,,,,
25,A152,,,,,,,,
10,A153,,,,,,,,
9,A156,,,,,,,,
6,A157,,,,,,,,
9,A159,,,,,,,,
10,A160,,,,,,,,
136,A162,,,,,,,,
70,A169,,,,,,,,
19,A170 D,,,,,,,,
7,A178 D,,,,,,,,
36,A180 D,,,,,,,,
7,A182,T872,Z943,,,,,,
6,A182,T872,,,,,,,
21,A182,,,,,,,,
8,A182,T872,Z942,,,,,,
23,A183 D,,,,,,,,
6,A184,,,,,,,,
12,A199,,,,,,,,
63,A310,,,,,,,,
9,A318,,,,,,,,
47,A319,,,,,,,,
14,A327,,,,,,,,
7,A329,,,,,,,,
27,A370,,,,,,,,
158,A379,,,,,,,,
213,A38X,,,,,,,,
219,A390 D,,,,,,,,
36,A390 D,A559,,,,,,,
8,A390 D,X352,,,,,,,
14,A390 D,X292,,,,,,,
59,A392,,,,,,,,
11,A394,X292,,,,,,,
187,A394,,,,,,,,
7,A395 D,,,,,,,,
13,A398 D,,,,,,,,
21,A399,,,,,,,,
16,A400,X292,,,,,,,
148,A400,,,,,,,,
89,A401,,,,,,,,
16,A402,,,,,,,,
186,A403,,,,,,,,
6,A403,A559,,,,,,,
175,A408,,,,,,,,
112,A409,,,,,,,,
17,A410,X558,Y903,,,,,,
6,A410,X558,Y903,X558,Y903,,,,
9,A410,U202,,,,,,,
10,A410,X292,,,,,,,
9,A410,X332,,,,,,,
6,A410,L912,,,,,,,
9,A410,X352,,X299,,,,,
766,A410,,,,,,,,
12,A410,X352,,,,,,,
7,A410 D,,,,,,,,
14,A4100,X292,,,,,,,
27,A4100,,,,,,,,
12,A4101,X292,,,,,,,
19,A4101,,,,,,,,
8,A4102,X292,,,,,,,
36,A4102,,,,,,,,
29,A4109,,,,,,,,
12,A4109,X292,,,,,,,
14,A411,X292,,,,,,,
202,A411,,,,,,,,
6,A411,X352,,,,,,,
111,A412,,,,,,,,
7,A412,X292,,,,,,,
12,A413,,,,,,,,
21,A414,,,,,,,,
7,A415,X352,,X299,,,,,
8,A415,X332,,,,,,,
