CountOfRecords,MAIN_CONDITION,MAIN_OPERATION,MAIN_OPERATION_B,OTHER_OPERATION_1,OTHER_OPERATION_1B,OTHER_OPERATION_2,OTHER_OPERATION_2B,OTHER_OPERATION_3,OTHER_OPERATION_3B
6,R35X,M459,,M793,,,,,
111,R35X,M459,Z421,,,,,,
37,R35X,M432,,,,,,,
8,R35X,M764,,,,,,,
362,R35X,,,,,,,,
7,R35X,X558,Y903,,,,,,
1040,R35X,M459,,,,,,,
18,R35X,U294,,,,,,,
62,R35X,M478,Y442,,,,,,
9,R35X,M459,,M478,Y442,,,,
13,R36X,,,,,,,,
7,R36X,M459,,,,,,,
6,R391,M764,,,,,,,
9,R391,M792,,M459,,,,,
8,R391,M764,,M459,,,,,
7,R391,M459,,M764,,,,,
123,R391,,,,,,,,
24,R391,M459,Z421,,,,,,
6,R391,M662,,,,,,,
263,R391,M459,,,,,,,
17,R391,M451,,,,,,,
6,R391,X558,Y903,,,,,,
9,R391,M478,Y442,,,,,,
10,R398,M451,,,,,,,
17,R398,M651,,,,,,,
137,R398,,,,,,,,
12,R398,M792,,M459,,,,,
42,R398,M432,,,,,,,
17,R398,M662,,,,,,,
8,R398,M478,Y442,,,,,,
305,R398,M459,,,,,,,
18,R398,M494,,,,,,,
7,R398,M452,,,,,,,
825,R400,,,,,,,,
12,R400,X558,Y903,,,,,,
53,R401,,,,,,,,
517,R402,,,,,,,,
23,R402,X558,Y903,,,,,,
383,R410,X558,Y903,,,,,,
56,R410,U114,,,,,,,
12,R410,X352,,,,,,,
10,R410,X299,,X558,Y903,,,,
10146,R410,,,,,,,,
75,R410,A559,,,,,,,
79,R410,X292,,,,,,,
25,R410,U199,,U073,,,,,
34,R410,X299,,,,,,,
13,R410,U199,,U073,,U051,,,
6,R410,U051,,U199,,,,,
8,R410,U073,,,,,,,
7,R410,U082,,,,,,,
8,R410,X558,Y903,A559,,,,,
9,R410,K668,,,,,,,
9,R410,X298,,,,,,,
15,R410,M479,,,,,,,
11,R410,U073,,U199,,,,,
8,R410,X349,,,,,,,
13,R410,X339,,,,,,,
8,R410,U051,,U073,,,,,
92,R410,U051,,,,,,,
7,R410,U199,,U051,,,,,
24,R410,X558,Y903,X558,Y903,,,,
26,R410,U199,,,,,,,
14,R410,U549,,,,,,,
32,R410,U548,,,,,,,
13,R412,,,,,,,,
25,R413,A559,,,,,,,
15,R413,X558,Y903,,,,,,
169,R413,,,,,,,,
6,R418,U052,,,,,,,
23,R418,A559,,,,,,,
9,R418,X292,,,,,,,
1242,R418,,,,,,,,
9,R418,U221,,,,,,,
6,R418,X558,Y903,,,,,,
15,R42X,U191,,,,,,,
10,R42X,X299,,,,,,,
17,R42X,U199,,U073,,,,,
9,R42X,K601,,,,,,,
6,R42X,X332,,,,,,,
5227,R42X,,,,,,,,
166,R42X,X558,Y903,,,,,,
39,R42X,U199,,,,,,,
42,R42X,A559,,,,,,,
27,R42X,U051,,,,,,,
9,R42X,X339,,,,,,,
10,R42X,K668,,,,,,,
7,R42X,X292,,,,,,,
7,R42X,X558,Y903,X558,Y903,,,,
9,R42X,U114,,,,,,,
7,R42X,U052,,,,,,,
113,R440,,,,,,,,
178,R441,,,,,,,,
10,R442,,,,,,,,
218,R443,,,,,,,,
17,R448,A559,,,,,,,
46,R448,,,,,,,,
321,R451,,,,,,,,
10,R452,,,,,,,,
552,R458,,,,,,,,
74,R462,,,,,,,,
176,R468,,,,,,,,
6,R470,U114,,,,,,,
540,R470,,,,,,,,
6,R470,A559,,,,,,,
45,R470,X558,Y903,,,,,,
204,R471,,,,,,,,
12,R471,X558,Y903,,,,,,
8,R478,U051,,,,,,,
442,R478,,,,,,,,
7,R478,A559,,,,,,,
12,R478,X558,Y903,,,,,,
38,R490,E349,,,,,,,
23,R490,E379,,,,,,,
12,R490,E381,,,,,,,
6,R490,G199,,E369,,,,,
9,R490,E342,Z943,,,,,,
9,R490,E499,,,,,,,
10,R490,E342,Z942,,,,,,
14,R490,E369,,E259,,,,,
6,R490,G199,,E369,,E259,,,
158,R490,E361,,,,,,,
6,R490,E369,,G169,,,,,
85,R490,,,,,,,,
7,R490,G169,,E369,,E259,,,
15,R490,E341,,,,,,,
18,R490,E371,,,,,,,
10,R490,E361,,G199,,,,,
9,R490,E361,Z943,,,,,,
112,R490,E369,,,,,,,
7,R490,E361,,G169,,,,,
6,R490,E369,,E259,,G169,,,
15,R490,E253,,,,,,,
9,R490,G169,,E369,,,,,
6,R490,E259,,E369,,,,,
27,R490,E369,,G199,,,,,
33,R490,E342,,,,,,,
6,R498,E369,,,,,,,
6,R500,X558,Y903,,,,,,
157,R500,,,,,,,,
28,R501,,,,,,,,
13,R502,,,,,,,,
111,R508,,,,,,,,
34,R509,X332,,,,,,,
86,R509,X292,,,,,,,
17,R509,X298,,,,,,,
8,R509,U073,,,,,,,
4643,R509,,,,,,,,
15,R509,W365,,,,,,,
10,R509,U202,,,,,,,
26,R509,X352,,,,,,,
69,R509,A559,,,,,,,
8,R509,X332,,X333,,,,,
15,R509,X299,,,,,,,
41,R509,X558,Y903,,,,,,
7,R509,X339,,,,,,,
9,R509,X333,,,,,,,
20,R509,X292,,X332,,,,,
7,R509,X358,,,,,,,
7,R509,X359,,,,,,,
8,R509,X729,,,,,,,
7,R509,U082,,,,,,,
13,R51X,L671,Z358,C903,Z943,,,,
10,R51X,U199,,U073,,,,,
7,R51X,A145,,,,,,,
770,R51X,X558,Y903,,,,,,
8,R51X,U199,,U051,,A559,,,
38,R51X,L671,Z943,,,,,,
8,R51X,A138,Y036,,,,,,
40,R51X,L352,,,,,,,
10,R51X,A142,,,,,,,
10,R51X,L671,Z358,C909,Z943,,,,
8,R51X,X558,Y903,L352,,,,,
93,R51X,U114,,,,,,,
56,R51X,X292,,,,,,,
8,R51X,A148,,,,,,,
45,R51X,X558,Y903,A558,,,,,
37,R51X,A735,Y821,,,,,,
47,R51X,A559,,U051,,,,,
19,R51X,X299,,,,,,,
88,R51X,U052,,,,,,,
7,R51X,A148,,X558,Y903,,,,
175,R51X,U051,,,,,,,
42,R51X,L671,O121,,,,,,
51,R51X,L671,,,,,,,
9,R51X,U199,,U051,,,,,
9,R51X,L352,Y533,,,,,,
15,R51X,X352,,,,,,,
6,R51X,U051,,U052,,,,,
9,R51X,A559,Y531,,,,,,
8,R51X,A578,Y821,,,,,,
255,R51X,X558,Y903,A559,,,,,
9,R51X,U051,,U199,,,,,
7,R51X,E253,,,,,,,
33,R51X,L671,Z359,,,,,,
37,R51X,L671,Z942,,,,,,
10166,R51X,,,,,,,,
11,R51X,A559,,U052,,,,,
7,R51X,U051,,A559,,U199,,,
6,R51X,A559,,X292,,,,,
26,R51X,A559,,U114,,,,,
27,R51X,A203,,,,,,,
51,R51X,L671,Z921,,,,,,
163,R51X,L671,Z361,,,,,,
8,R51X,S533,Y331,,,,,,
21,R51X,A708,Y331,,,,,,
25,R51X,U199,,,,,,,
53,R51X,A558,,,,,,,
47,R51X,U114,,A559,,,,,
69,R51X,U051,,A559,,,,,
24,R51X,X558,Y903,X558,Y903,,,,
7,R51X,X299,,X558,Y903,A559,,,
1643,R51X,A559,,,,,,,
10,R51X,L671,Z358,C903,Z942,,,,
19,R51X,X298,,,,,,,
7,R51X,A145,Y229,,,,,,
42,R51X,L671,Z352,,,,,,
60,R51X,A558,,X558,Y903,,,,
377,R51X,L671,Z358,,,,,,
161,R51X,A559,,X558,Y903,,,,
18,R520,,,,,,,,
10,R521,A818,Y821,,,,,,
27,R521,,,,,,,,
11,R521,X292,,,,,,,
334,R522,,,,,,,,
25,R522,X395,,,,,,,
27,R522,A484,,,,,,,
32,R522,X299,,,,,,,
15,R522,A483,,,,,,,
205,R522,X298,,,,,,,
10,R522,X391,,,,,,,
35,R522,A818,Y821,,,,,,
6,R522,X386,,,,,,,
6,R522,X308,,,,,,,
831,R522,X292,,,,,,,
9,R529,X292,,,,,,,
177,R529,,,,,,,,
18,R529,X298,,,,,,,
9,R53X,X298,,,,,,,
9,R53X,X358,,,,,,,
9,R53X,U548,,,,,,,
6,R53X,G451,Z274,,,,,,
20,R53X,X339,,,,,,,
8,R53X,X558,Y903,X558,Y903,,,,
6,R53X,U298,,,,,,,
9,R53X,U052,,,,,,,
73,R53X,A559,,,,,,,
7,R53X,U199,,,,,,,
13,R53X,X299,,,,,,,
20,R53X,U051,,,,,,,
22,R53X,U114,,,,,,,
146,R53X,X558,Y903,,,,,,
7,R53X,A847,,,,,,,
7,R53X,W365,,,,,,,
38,R53X,X292,,,,,,,
6,R53X,G459,,,,,,,
23,R53X,U297,,,,,,,
4309,R53X,,,,,,,,
6,R53X,U199,,U073,,,,,
8,R53X,K668,,,,,,,
6,R53X,M479,,,,,,,
9,R53X,X332,,,,,,,
87,R54X,X292,,,,,,,
19,R54X,X332,,,,,,,
6,R54X,G459,,,,,,,
31,R54X,M479,,,,,,,
13,R54X,X298,,,,,,,
8,R54X,X352,,,,,,,
11352,R54X,,,,,,,,
23,R54X,K668,,,,,,,
8,R54X,M472,,,,,,,
7,R54X,X299,,X558,Y903,,,,
20,R54X,U073,,U199,,,,,
24,R54X,U051,,,,,,,
18,R54X,X558,Y903,X558,Y903,,,,
118,R54X,U548,,,,,,,
32,R54X,X299,,,,,,,
6,R54X,X558,Y903,K668,,,,,
7,R54X,L133,Y533,,,,,,
6,R54X,G451,Z278,,,,,,
20,R54X,U549,,,,,,,
47,R54X,U114,,,,,,,
6,R54X,U199,,U051,,,,,
6,R54X,U201,,,,,,,
10,R54X,X339,,,,,,,
6,R54X,K668,Y903,,,,,,
31,R54X,U199,,,,,,,
10,R54X,U508,,,,,,,
21,R54X,U199,,U073,,,,,
184,R54X,X558,Y903,,,,,,
6,R55X,X352,,X299,,,,,
8,R55X,A841,,,,,,,
11,R55X,U082,,,,,,,
29,R55X,K611,,,,,,,
61,R55X,A559,,,,,,,
11,R55X,X558,Y903,K668,,,,,
8,R55X,U197,,,,,,,
29,R55X,G459,,,,,,,
6,R55X,X352,,X349,,,,,
11,R55X,U221,,,,,,,
26,R55X,U199,,U051,,,,,
9,R55X,M478,,,,,,,
112,R55X,X292,,,,,,,
16,R55X,X558,Y903,A559,,,,,
30,R55X,M479,,,,,,,
17,R55X,U051,,U199,,,,,
25213,R55X,,,,,,,,
21,R55X,U548,,,,,,,
19,R55X,X332,,,,,,,
6,R55X,G458,,,,,,,
7,R55X,U199,,U073,,X292,,,
660,R55X,X558,Y903,,,,,,
34,R55X,X349,,,,,,,
7,R55X,K668,Y903,,,,,,
8,R55X,K668,,X558,Y903,,,,
15,R55X,X352,,X558,Y903,,,,
21,R55X,U201,,,,,,,
7,R55X,M472,,,,,,,
9,R55X,G451,Z272,,,,,,
7,R55X,K668,Y705,S628,,,,,
9,R55X,U051,,A559,,,,,
59,R55X,X352,,,,,,,
6,R55X,X349,,X558,Y903,,,,
76,R55X,K668,,,,,,,
7,R55X,U354,,,,,,,
150,R55X,U199,,U073,,,,,
8,R55X,K616,,,,,,,
12,R55X,L133,Y533,,,,,,
9,R55X,U209,,,,,,,
6,R55X,X292,,U199,,U073,,,
66,R55X,K601,,,,,,,
15,R55X,U297,,,,,,,
6,R55X,U081,,,,,,,
60,R55X,U114,,,,,,,
21,R55X,U073,,,,,,,
6,R55X,X292,,U114,,,,,
14,R55X,A559,,X558,Y903,,,,
18,R55X,X298,,,,,,,
7,R55X,X349,,X352,,,,,
277,R55X,U199,,,,,,,
31,R55X,X558,Y903,X558,Y903,,,,
10,R55X,U199,,U073,,U051,,,
11,R55X,X299,,X558,Y903,,,,
83,R55X,X299,,,,,,,
9,R55X,X299,,X352,,,,,
19,R55X,K606,,,,,,,
84,R55X,U051,,,,,,,
14,R55X,K634,,,,,,,
60,R55X,U073,,U199,,,,,
123,R55X,U191,,,,,,,
27,R55X,X339,,,,,,,
13,R55X,K636,,,,,,,
8,R560,X558,Y903,,,,,,
14,R560,U052,,,,,,,
17,R560,A559,,,,,,,
6,R560,X352,,,,,,,
4335,R560,,,,,,,,
16,R560,X292,,,,,,,
7,R568,X292,,U114,,,,,
64,R568,A841,,,,,,,
6,R568,K668,,,,,,,
8,R568,X558,Y903,A559,,,,,
75,R568,X292,,,,,,,
102,R568,A559,,,,,,,
24,R568,U221,Y536,,,,,,
164,R568,U052,,,,,,,
7,R568,M479,,,,,,,
15,R568,X352,,,,,,,
38,R568,U114,,,,,,,
8,R568,U199,,U051,,,,,
34,R568,U199,,,,,,,
11336,R568,,,,,,,,
10,R568,X298,,,,,,,
101,R568,U221,,,,,,,
12,R568,X558,Y903,X558,Y903,,,,
8,R568,A331,Z044,,,,,,
24,R568,X299,,,,,,,
80,R568,U051,,,,,,,
11,R568,A559,,X558,Y903,,,,
485,R568,X558,Y903,,,,,,
11,R568,E851,,,,,,,
6,R568,G459,,,,,,,
15,R568,U199,,U073,,,,,
6,R568,X558,Y903,A841,,,,,
9,R568,U199,,U073,,U051,,,
6,R568,U548,,,,,,,
219,R570,,,,,,,,
10,R571,,,,,,,,
139,R572,,,,,,,,
17,R579,,,,,,,,
7,R58X,S472,Z504,,,,,,
202,R58X,,,,,,,,
6,R58X,X558,Y903,,,,,,
6,R58X,X339,,,,,,,
61,R590,T877,Z942,,,,,,
58,R590,T872,,,,,,,
17,R590,E631,,,,,,,
126,R590,T872,Z942,,,,,,
10,R590,F444,Z943,,,,,,
11,R590,W365,,,,,,,
6,R590,E499,,,,,,,
9,R590,T873,,,,,,,
6,R590,T878,Z943,,,,,,
110,R590,T872,Z943,,,,,,
19,R590,T877,,,,,,,
10,R590,T851,Z942,,,,,,
17,R590,T878,,,,,,,
27,R590,X292,,,,,,,
54,R590,T873,Z942,,,,,,
67,R590,T873,Z943,,,,,,
6,R590,X363,,,,,,,
31,R590,X558,Y903,,,,,,
39,R590,T877,Z943,,,,,,
6,R590,E491,,,,,,,
704,R590,,,,,,,,
6,R590,F444,,,,,,,
12,R591,T873,Z943,,,,,,
20,R591,T877,Z943,,,,,,
309,R591,,,,,,,,
13,R591,T873,Z942,,,,,,
9,R591,T877,,,,,,,
36,R591,T872,Z942,,,,,,
24,R591,T872,,,,,,,
19,R591,T877,Z942,,,,,,
8,R591,E631,,,,,,,
7,R591,X558,Y903,,,,,,
29,R591,T872,Z943,,,,,,
8,R591,W365,,,,,,,
18,R599,T877,Z942,,,,,,
65,R599,,,,,,,,
14,R599,T873,Z943,,,,,,
14,R599,T873,Z942,,,,,,
11,R599,T877,,,,,,,
19,R599,T877,Z943,,,,,,
29,R599,T872,Z943,,,,,,
7,R599,F444,Z943,,,,,,
24,R599,T872,,,,,,,
30,R599,T872,Z942,,,,,,
6,R600,U112,,U116,,,,,
6,R600,U548,,,,,,,
23,R600,S622,Z504,,,,,,
96,R600,X558,Y903,,,,,,
14,R600,X292,,,,,,,
1173,R600,,,,,,,,
19,R600,U112,,,,,,,
7,R600,L958,,,,,,,
6,R600,K668,,,,,,,
47,R601,,,,,,,,
20,R609,X558,Y903,,,,,,
352,R609,,,,,,,,
13,R610,S041,Z941,,,,,,
202,R619,,,,,,,,
10,R619,S041,Z941,,,,,,
8,R619,A752,,,,,,,
12,R619,A752,Z941,,,,,,
18,R620,X558,Y903,,,,,,
8,R620,,,,,,,,
790,R628,,,,,,,,
7,R628,G451,,,,,,,
33,R628,U052,,,,,,,
27,R628,X558,Y903,,,,,,
6,R628,G451,Z278,,,,,,
13,R628,G445,,,,,,,
12,R628,G478,,,,,,,
68,R629,,,,,,,,
119,R629,X558,Y903,,,,,,
132,R629,U052,,,,,,,
13,R629,U052,,U055,,,,,
10,R630,G451,Z272,,,,,,
551,R630,,,,,,,,
16,R630,G451,,,,,,,
10,R630,X558,Y903,,,,,,
7,R630,G451,Z274,,,,,,
51,R630,G459,,,,,,,
11,R631,U294,,,,,,,
144,R631,,,,,,,,
84,R632,,,,,,,,
6,R633,G342,,,,,,,
37,R633,G478,,,,,,,
765,R633,,,,,,,,
6,R633,G448,,G341,,,,,
22,R633,G445,,,,,,,
51,R634,G459,,H259,,,,,
13,R634,E499,,,,,,,
6,R634,X363,,,,,,,
9,R634,U081,,,,,,,
8,R634,G458,,,,,,,
406,R634,G459,,,,,,,
93,R634,H259,,,,,,,
10,R634,X558,Y903,X558,Y903,,,,
6,R634,X332,,,,,,,
6,R634,H221,Z287,,,,,,
12,R634,X292,,,,,,,
9,R634,G451,Z274,H259,,,,,
1570,R634,,,,,,,,
6,R634,U071,,,,,,,
9,R634,H251,,,,,,,
11,R634,E491,,,,,,,
10,R634,X558,Y905,,,,,,
8,R634,G459,,G551,,,,,
11,R634,G478,,,,,,,
108,R634,G451,,,,,,,
147,R634,G451,Z274,,,,,,
25,R634,G459,,H229,,,,,
11,R634,H221,,,,,,,
6,R634,U548,,,,,,,
7,R634,G451,,H229,,,,,
83,R634,H229,,,,,,,
72,R634,G451,Z272,,,,,,
7,R634,G445,,,,,,,
7,R634,W365,,,,,,,
9,R634,G451,,H259,,,,,
6,R634,J439,,,,,,,
42,R634,G451,Z278,,,,,,
42,R634,X558,Y903,,,,,,
6,R634,G451,Z274,H251,Z291,,,,
25,R635,,,,,,,,
19,R636,,,,,,,,
12,R638,G445,,,,,,,
326,R638,,,,,,,,
22,R64X,,,,,,,,
117,R680,,,,,,,,
6,R681,A559,,,,,,,
338,R681,,,,,,,,
19,R688,X558,Y903,,,,,,
362,R688,,,,,,,,
431,R69X,,,,,,,,
150,R69X,X558,Y903,,,,,,
13,R701,,,,,,,,
6,R71X,X362,,X342,,,,,
58,R71X,,,,,,,,
25,R72X,,,,,,,,
140,R730,,,,,,,,
15,R730,U293,,,,,,,
10,R739,X292,,,,,,,
813,R739,,,,,,,,
34,R740,,,,,,,,
6,R740,X292,,,,,,,
13,R748,,,,,,,,
14,R760,,,,,,,,
8,R768,M702,,,,,,,
14,R768,,,,,,,,
16,R778,,,,,,,,
7,R779,,,,,,,,
48,R780,,,,,,,,
34,R788,,,,,,,,
6,R789,,,,,,,,
34,R790,,,,,,,,
9,R790,X292,,,,,,,
248,R790,X362,,,,,,,
36,R790,X387,,,,,,,
9,R798,M131,Y532,,,,,,
9,R798,W365,,,,,,,
18,R798,X362,,,,,,,
6,R798,X363,,,,,,,
664,R798,,,,,,,,
45,R799,,,,,,,,
6,R799,W365,,,,,,,
8,R80X,M111,,,,,,,
106,R80X,,,,,,,,
20,R80X,M131,Y532,,,,,,
13,R80X,L434,,,,,,,
89,R80X,M131,,,,,,,
21,R81X,,,,,,,,
14,R824,,,,,,,,
9,R825,,,,,,,,
6,R827,,,,,,,,
45,R829,,,,,,,,
8,R845,,,,,,,,
13,R876,Q014,,,,,,,
15,R876,Q013,Y131,,,,,,
10,R876,Q074,Q221,,,,,,
7,R900,X558,Y903,,,,,,
137,R900,,,,,,,,
84,R908,,,,,,,,
20,R908,A559,,,,,,,
40,R91X,E511,,E631,,,,,
13,R91X,E519,,E639,,,,,
84,R91X,E593,Y533,,,,,,
77,R91X,E491,Y211,,,,,,
83,R91X,E491,Y532,,,,,,
480,R91X,,,,,,,,
7,R91X,E494,Z942,,,,,,
44,R91X,E492,Z245,,,,,,
7,R91X,E544,Y744,,,,,,
7,R91X,U329,,,,,,,
18,R91X,E498,,,,,,,
27,R91X,E519,,E631,,,,,
9,R91X,E491,,E492,,,,,
23,R91X,E511,,,,,,,
37,R91X,E631,,E519,,,,,
9,R91X,E499,Y211,,,,,,
380,R91X,E491,,,,,,,
12,R91X,E593,,,,,,,
92,R91X,E498,Y218,,,,,,
8,R91X,E492,Z943,,,,,,
62,R91X,E632,T874,,,,,,
10,R91X,E544,Y498,,,,,,
27,R91X,E491,Z245,,,,,,
93,R91X,E492,,,,,,,
6,R91X,E491,,E492,Y211,,,,
6,R91X,E493,,,,,,,
11,R91X,E631,,,,,,,
62,R91X,E495,,,,,,,
14,R91X,E498,Y211,E498,Y218,,,,
29,R91X,E492,Y211,,,,,,
9,R91X,E592,,,,,,,
11,R91X,E492,Z942,,,,,,
10,R91X,E592,Y533,,,,,,
25,R91X,E639,T874,E519,,,,,
76,R91X,E519,,,,,,,
27,R91X,X558,Y903,,,,,,
14,R91X,U071,,,,,,,
31,R91X,E591,,,,,,,
29,R91X,E491,Y218,,,,,,
6,R91X,E639,T874,,,,,,
39,R91X,E498,Y219,,,,,,
90,R91X,E591,Y533,,,,,,
23,R91X,E495,Z245,,,,,,
41,R91X,E494,Z245,,,,,,
100,R91X,E494,,,,,,,
117,R91X,E498,Y211,,,,,,
46,R91X,E632,,,,,,,
44,R91X,E491,Y219,,,,,,
300,R91X,E499,,,,,,,
24,R91X,E491,Y533,,,,,,
8,R91X,E491,Z246,,,,,,
12,R92X,B322,Z943,,,,,,
7,R92X,B322,Y201,,,,,,
9,R92X,B322,Z942,,,,,,
13,R930,,,,,,,,
7,R930,U052,,,,,,,
19,R931,U202,,,,,,,
18,R931,,,,,,,,
55,R9310,,,,,,,,
9,R9310,K636,,,,,,,
6,R9310,K634,,,,,,,
31,R932,J439,,,,,,,
13,R932,J132,Y532,,,,,,
9,R932,U329,,,,,,,
6,R932,X558,Y903,,,,,,
72,R932,,,,,,,,
7,R932,J389,J439,,,,,,
25,R933,G459,,,,,,,
6,R933,G451,Z274,,,,,,
9,R933,G451,Z272,,,,,,
7,R933,G451,Z271,,,,,,
301,R933,H229,,,,,,,
8,R933,H221,Z288,,,,,,
93,R933,H259,,,,,,,
7,R933,H221,Z276,,,,,,
7,R933,H221,Z298,,,,,,
39,R933,,,,,,,,
7,R933,H229,Z284,,,,,,
25,R934,M459,M301,,,,,,
16,R934,M459,,,,,,,
13,R934,,,,,,,,
7,R935,H229,,,,,,,
36,R935,,,,,,,,
6,R935,X558,Y903,,,,,,
16,R937,,,,,,,,
32,R938,,,,,,,,
34,R943,,,,,,,,
8,R943,K636,,,,,,,
17,R944,,,,,,,,
9,R945,J131,Y532,,,,,,
112,R945,J141,,,,,,,
17,R945,G459,,,,,,,
88,R945,J439,,,,,,,
8,R945,X292,,,,,,,
680,R945,,,,,,,,
49,R945,J132,,,,,,,
17,R945,U082,,,,,,,
11,R945,J131,,,,,,,
16,R945,J141,Y532,,,,,,
8,R945,M131,,,,,,,
7,R945,J459,,,,,,,
17,R945,U329,,,,,,,
32,R945,X558,Y903,,,,,,
9,R945,J132,,X558,Y903,,,,
118,R945,J132,Y532,,,,,,
6,R945,J389,,,,,,,
13,R945,J091,,,,,,,
12,R946,,,,,,,,
434,R99X,,,,,,,,
657,S000,,,,,,,,
397,S001,,,,,,,,
270,S002,,,,,,,,
176,S003,,,,,,,,
12,S003,E038,Y221,,,,,,
10,S004,D041,Z942,,,,,,
45,S004,,,,,,,,
23,S004,D041,Z943,,,,,,
56,S005,,,,,,,,
390,S007,,,,,,,,
2080,S008,,,,,,,,
11,S008,X558,Y903,,,,,,
30,S009,X558,Y903,,,,,,
15,S009,S411,Z471,,,,,,
34,S009,S411,Z481,,,,,,
7,S009,X292,,,,,,,
7,S009,U548,,,,,,,
2399,S009,,,,,,,,
7,S009,U051,,,,,,,
13,S010,S411,,,,,,,
25,S010,S421,Z481,,,,,,
22,S010,X558,Y903,,,,,,
7,S010,S561,Z481,S411,Z481,,,,
8,S010,X339,,,,,,,
2027,S010,,,,,,,,
217,S010,S411,Z481,,,,,,
11,S011,C179,Z943,,,,,,
49,S011,C171,Z943,,,,,,
43,S011,C171,Z942,,,,,,
20,S011,C104,Z942,,,,,,
576,S011,,,,,,,,
8,S011,S411,Z478,,,,,,
10,S011,C171,,,,,,,
9,S011,C179,Z942,,,,,,
9,S011,C171,S411,,,,,,
26,S011,C104,Z943,,,,,,
8,S011,S411,Z162,,,,,,
6,S012,E093,,E098,S561,,,,
256,S012,,,,,,,,
63,S012,E093,,,,,,,
6,S012,S411,Z221,,,,,,
6,S013,D063,Y251,,,,,,
10,S013,S411,Z201,,,,,,
28,S013,D063,S411,,,,,,
8,S013,D062,Z942,,,,,,
13,S013,D062,Z943,,,,,,
37,S013,D063,Z943,,,,,,
6,S013,D063,Z943,S561,Z201,,,,
31,S013,D063,Z942,,,,,,
147,S013,,,,,,,,
6,S013,D063,,,,,,,
13,S013,S421,Z201,,,,,,
8,S014,S411,Z479,,,,,,
6,S014,S571,Z473,S421,Z473,,,,
7,S014,S563,Z473,S411,Z473,,,,
9,S014,S421,Z473,,,,,,
17,S014,S561,Z473,S411,Z473,,,,
13,S014,S411,Z473,S561,Z473,,,,
28,S014,S411,Z473,,,,,,
104,S014,,,,,,,,
7,S015,S573,Z251,F053,,,,,
17,S015,F053,S411,F068,S561,,,,
12,S015,F053,Z943,,,,,,
7,S015,F053,,F068,S561,,,,
6,S015,S411,Z251,,,,,,
18,S015,F053,S561,,,,,,
9,S015,F053,S571,,,,,,
16,S015,F059,,,,,,,
348,S015,F053,,,,,,,
11,S015,F053,,S571,Z251,,,,
38,S015,F265,,,,,,,
12,S015,F068,S561,F053,,,,,
11,S015,F068,S563,F053,,,,,
8,S015,F053,Z942,,,,,,
6,S015,X341,,,,,,,
7,S015,F404,,,,,,,
21,S015,F053,S411,,,,,,
10,S015,F068,S561,F053,S411,,,,
10,S015,F053,,S561,Z251,,,,
11,S015,S421,Z251,,,,,,
471,S015,,,,,,,,
6,S015,S561,Z251,F053,,,,,
190,S017,,,,,,,,
7,S018,S571,Z471,,,,,,
6,S018,U548,,,,,,,
16,S018,S411,Z488,,,,,,
7,S018,S421,Z478,,,,,,
193,S018,S411,Z471,,,,,,
10,S018,S411,Z481,,,,,,
7,S018,S561,Z479,S411,Z479,,,,
11,S018,S411,Z473,,,,,,
12,S018,S561,Z475,S411,Z475,,,,
58,S018,S561,Z471,S411,Z471,,,,
8,S018,S411,,,,,,,
18,S018,S411,Z478,,,,,,
6,S018,S421,Z475,S571,Z475,,,,
7,S018,S571,Z479,,,,,,
9,S018,S411,Z479,S561,Z479,,,,
39,S018,S411,Z471,S561,Z471,,,,
7,S018,S411,Z475,S563,Z475,,,,
36,S018,S421,Z471,,,,,,
13,S018,S421,Z475,,,,,,
29,S018,S421,Z479,,,,,,
15,S018,X558,Y903,,,,,,
9,S018,C104,Z943,,,,,,
6,S018,S411,Z162,,,,,,
52,S018,S411,Z479,,,,,,
17,S018,S411,Z471,S563,Z471,,,,
7,S018,S404,Z471,,,,,,
36,S018,S411,Z475,,,,,,
12,S018,S411,Z472,,,,,,
6,S018,S561,Z478,S411,Z478,,,,
28,S018,S563,Z471,S411,Z471,,,,
15,S018,S571,Z479,S421,Z479,,,,
2699,S018,,,,,,,,
9,S018,C104,Z942,,,,,,
9,S018,S571,Z471,S421,Z471,,,,
6,S018,S411,Z475,S561,Z475,,,,
1062,S019,,,,,,,,
7,S019,S411,Z489,,,,,,
12,S019,X558,Y903,,,,,,
76,S020,,,,,,,,
70,S0200,X558,Y903,,,,,,
351,S0200,,,,,,,,
6,S0200,U051,,,,,,,
22,S0201,,,,,,,,
6,S0201,V053,,,,,,,
137,S021,,,,,,,,
9,S021,X558,Y903,,,,,,
537,S0210,,,,,,,,
71,S0210,X558,Y903,,,,,,
11,S0210,U051,,,,,,,
10,S0211,,,,,,,,
117,S022,,,,,,,,
14,S022,V092,Z642,,,,,,
183,S022,W262,Z642,,,,,,
13,S022,V091,,,,,,,
6,S022,E108,Y421,,,,,,
981,S022,V092,,,,,,,
29,S022,W262,,,,,,,
7,S0220,V091,,,,,,,
8,S0220,W262,,,,,,,
3910,S0220,V092,,,,,,,
11,S0220,V092,Z642,,,,,,
80,S0220,W262,Z642,,,,,,
6,S0220,V092,Y823,,,,,,
315,S0220,,,,,,,,
10,S0221,,,,,,,,
39,S023,,,,,,,,
8,S0230,C082,Z942,C085,Z942,,,,
6,S0230,C082,Z943,C088,Z943,,,,
12,S0230,C082,Z942,,,,,,
